(3.4, 13.3, -27.9)
(3.4, 13.3, -27.9)
(3.5, 10.6, -27.8)
(3.4, 10.6, -27.8)
(3.5, 7.8, -27.7)
(3.5, 7.8, -27.7)
(3.5, 5.1, -27.6)
(3.5, 5.1, -27.6)
(3.6, 2.3, -27.6)
(3.5, 2.3, -27.5)
(3.6, -0.4, -27.5)
(3.5, -0.4, -27.5)
(3.6, -3.1, -27.4)
(3.6, -3.1, -27.4)
(3.6, -5.9, -27.3)
(3.6, -5.9, -27.3)
(3.7, -8.6, -27.3)
(3.7, -8.6, -27.2)
(3.7, -11.4, -27.2)
(3.7, -11.4, -27.2)
(3.8, -14.1, -27.1)
(3.8, -14.1, -27.1)
(3.8, -16.9, -27.0)
(3.8, -16.9, -27.0)
(3.8, -19.6, -27.0)
(3.9, -19.6, -26.9)
(-11.8, -19.3, -0.1)
(-11.8, -16.5, -0.1)
(-10.1, -19.3, -0.8)
(-11.7, -13.7, -0.1)
(-10.1, -16.5, -0.7)
(-8.6, -19.2, -1.5)
(-11.7, -11.0, -0.1)
(-10.1, -13.7, -0.7)
(-7.3, -19.2, -2.5)
(-8.6, -16.5, -1.5)
(-11.7, -8.2, -0.2)
(-6.1, -19.2, -3.7)
(-10.1, -11.0, -0.6)
(-7.4, -11.0, -2.7)
(-7.3, -16.5, -2.5)
(-11.7, -5.5, -0.3)
(-5.0, -19.2, -4.9)
(-10.1, -8.2, -0.6)
(-6.1, -16.5, -3.7)
(-7.5, -5.5, -2.8)
(-5.2, -11.0, -5.2)
(-11.7, -2.7, -0.3)
(-10.1, -5.5, -0.6)
(-4.0, -19.2, -6.3)
(-5.0, -16.5, -5.0)
(-11.7, 0.0, -0.3)
(-10.1, -2.7, -0.7)
(-7.6, 0.0, -2.9)
(-3.2, -19.3, -7.7)
(-5.4, -5.5, -5.4)
(-3.4, -11.0, -8.0)
(-4.0, -16.5, -6.3)
(-10.1, 0.0, -0.7)
(-2.4, -19.3, -9.2)
(-3.1, -16.5, -7.7)
(-1.8, -19.3, -10.7)
(-2.3, -16.5, -9.2)
(-1.8, -11.1, -10.9)
(-1.2, -19.3, -12.3)
(-1.7, -16.6, -10.7)
(-0.6, -19.4, -13.8)
(-1.0, -16.6, -12.3)
(0.0, -19.4, -15.4)
(-0.5, -11.1, -14.0)
(-0.4, -16.6, -13.8)
(0.6, -11.2, -17.1)
(0.6, -19.4, -16.9)
(0.2, -16.7, -15.4)
(1.1, -19.5, -18.5)
(0.7, -16.7, -16.9)
(1.7, -11.2, -20.2)
(1.7, -5.7, -20.4)
(1.2, -16.7, -18.5)
(1.6, -19.5, -20.1)
(2.1, -19.5, -21.8)
(2.7, -19.6, -23.5)
(3.3, -19.6, -25.2)
(3.3, -16.8, -25.3)
(2.7, -16.8, -23.6)
(3.2, -14.1, -25.4)
(2.2, -16.8, -21.9)
(3.2, -11.3, -25.4)
(2.7, -14.1, -23.6)
(1.7, -16.7, -20.1)
(3.2, -8.6, -25.5)
(2.2, -14.0, -21.9)
(1.7, -14.0, -20.2)
(2.7, -11.3, -23.7)
(2.2, -11.3, -22.0)
(3.1, -5.9, -25.6)
(2.7, -8.6, -23.8)
(2.2, -8.5, -22.0)
(3.1, -3.1, -25.7)
(2.6, -5.8, -23.9)
(1.7, -8.5, -20.3)
(2.1, -5.8, -22.1)
(3.0, -0.4, -25.7)
(2.6, -3.1, -23.9)
(3.0, 2.4, -25.8)
(2.1, -3.0, -22.2)
(2.5, -0.3, -24.0)
(3.0, 5.1, -25.9)
(2.5, 2.4, -24.1)
(2.0, -0.3, -22.3)
(2.9, 7.9, -26.0)
(2.4, 5.2, -24.2)
(2.9, 10.6, -26.1)
(1.6, -3.0, -20.5)
(1.5, -0.3, -20.6)
(2.0, 2.5, -22.4)
(2.4, 7.9, -24.3)
(2.8, 13.4, -26.1)
(1.9, 5.2, -22.5)
(2.3, 10.7, -24.4)
(2.8, 16.1, -26.2)
(1.4, 2.5, -20.7)
(1.3, 5.2, -20.8)
(1.8, 8.0, -22.6)
(2.2, 13.4, -24.5)
(2.7, 18.9, -26.3)
(1.7, 10.7, -22.7)
(2.1, 16.2, -24.6)
(2.0, 18.9, -24.7)
(1.6, 13.4, -22.8)
(1.1, 10.7, -21.0)
(1.2, 8.0, -20.9)
(1.3, 18.9, -23.0)
(1.5, 16.2, -22.9)
(0.7, 19.0, -21.3)
(0.9, 13.5, -21.1)
(0.8, 16.2, -21.2)
(0.1, 19.0, -19.8)
(0.2, 16.3, -19.6)
(-0.5, 19.0, -18.2)
(-1.1, 19.1, -16.6)
(-0.3, 16.3, -18.1)
(-0.1, 10.8, -17.9)
(-1.6, 19.1, -15.1)
(-0.9, 16.3, -16.5)
(0.1, 5.3, -17.7)
(-2.2, 19.1, -13.5)
(-1.3, 10.8, -14.8)
(-1.5, 16.3, -15.0)
(0.3, -0.2, -17.5)
(-2.8, 19.1, -12.0)
(-2.1, 16.4, -13.4)
(-1.2, 5.3, -14.6)
(0.5, -5.7, -17.3)
(-3.5, 19.2, -10.5)
(-2.6, 10.9, -11.7)
(-2.7, 16.4, -11.9)
(-1.0, -0.2, -14.4)
(-0.8, -5.6, -14.2)
(-4.2, 19.2, -8.9)
(-3.3, 16.4, -10.3)
(-2.5, 5.4, -11.5)
(-2.1, -5.6, -11.2)
(-2.3, -0.1, -11.4)
(-4.9, 19.2, -7.5)
(-4.0, 10.9, -8.7)
(-4.0, 16.4, -8.8)
(-3.7, -5.5, -8.2)
(-3.9, 0.0, -8.4)
(-4.0, 5.4, -8.6)
(-5.6, 0.0, -5.6)
(-4.8, 16.5, -7.3)
(-5.7, 5.5, -5.7)
(-7.7, 5.5, -3.1)
(-7.7, 11.0, -3.2)
(-5.7, 11.0, -5.8)
(-5.8, 19.2, -6.1)
(-5.7, 16.5, -5.9)
(-6.7, 19.2, -4.7)
(-6.6, 16.5, -4.6)
(-7.9, 19.2, -3.5)
(-7.8, 16.5, -3.4)
(-9.1, 19.2, -2.4)
(-9.0, 16.5, -2.2)
(-10.4, 19.3, -1.5)
(-11.8, 19.2, -0.7)
(-10.3, 16.5, -1.3)
(-11.8, 16.5, -0.6)
(-10.2, 13.8, -1.1)
(-11.8, 13.8, -0.5)
(-10.2, 11.0, -0.9)
(-11.8, 11.0, -0.4)
(-10.1, 8.3, -0.8)
(-11.7, 8.3, -0.4)
(-10.1, 5.5, -0.8)
(-11.7, 5.5, -0.3)
(-10.1, 2.8, -0.7)
(-11.7, 2.8, -0.3)
(-11.9, 19.2, -0.8)
(-10.5, 19.3, -1.6)
(-11.8, 16.5, -0.7)
(-9.1, 19.3, -2.5)
(-10.4, 16.5, -1.5)
(-11.8, 13.7, -0.7)
(-7.9, 19.3, -3.5)
(-9.0, 16.5, -2.4)
(-11.8, 11.0, -0.6)
(-10.3, 13.8, -1.3)
(-6.8, 19.3, -4.8)
(-11.8, 8.3, -0.5)
(-7.8, 16.5, -3.4)
(-7.7, 11.0, -3.4)
(-10.2, 11.0, -1.1)
(-5.8, 19.2, -6.1)
(-11.7, 5.5, -0.4)
(-6.7, 16.5, -4.7)
(-5.7, 11.0, -5.9)
(-7.7, 5.5, -3.1)
(-10.1, 8.3, -0.9)
(-4.9, 19.2, -7.5)
(-5.7, 16.5, -6.0)
(-10.1, 5.5, -0.8)
(-4.2, 19.2, -9.0)
(-4.8, 16.5, -7.4)
(-4.0, 10.9, -8.7)
(-5.8, 5.5, -5.8)
(-3.4, 19.2, -10.5)
(-4.0, 16.5, -8.8)
(-2.7, 19.2, -11.9)
(-3.2, 16.4, -10.3)
(-2.4, 10.9, -11.7)
(-2.1, 19.1, -13.5)
(-2.5, 16.4, -11.8)
(-1.5, 19.1, -15.0)
(-1.8, 16.4, -13.3)
(-0.9, 19.1, -16.6)
(-1.1, 10.9, -14.7)
(-1.2, 16.4, -14.9)
(0.2, 10.8, -17.8)
(-0.3, 19.0, -18.1)
(-0.6, 16.3, -16.4)
(0.3, 19.0, -19.7)
(0.0, 16.3, -18.0)
(1.3, 10.8, -20.9)
(1.5, 5.3, -20.7)
(0.5, 16.3, -19.6)
(0.8, 19.0, -21.3)
(1.4, 18.9, -23.0)
(2.0, 18.9, -24.7)
(2.7, 18.9, -26.3)
(2.8, 16.1, -26.2)
(2.1, 16.2, -24.6)
(2.8, 13.4, -26.2)
(1.5, 16.2, -22.9)
(2.9, 10.6, -26.1)
(2.2, 13.4, -24.5)
(1.0, 16.2, -21.2)
(2.9, 7.9, -26.0)
(1.7, 13.5, -22.8)
(1.1, 13.5, -21.0)
(2.3, 10.7, -24.4)
(1.8, 10.7, -22.7)
(3.0, 5.1, -25.9)
(2.4, 7.9, -24.3)
(1.9, 8.0, -22.6)
(3.0, 2.4, -25.8)
(2.5, 5.2, -24.2)
(1.4, 8.0, -20.8)
(1.9, 5.2, -22.5)
(3.1, -0.4, -25.8)
(2.5, 2.4, -24.1)
(3.1, -3.1, -25.7)
(2.0, 2.5, -22.4)
(2.5, -0.3, -24.0)
(3.1, -5.9, -25.6)
(2.6, -3.1, -24.0)
(2.0, -0.3, -22.3)
(3.2, -8.6, -25.5)
(2.6, -5.8, -23.9)
(3.2, -11.3, -25.5)
(1.5, 2.5, -20.7)
(1.5, -0.2, -20.6)
(2.1, -3.0, -22.2)
(2.6, -8.6, -23.8)
(3.2, -14.1, -25.4)
(2.1, -5.8, -22.2)
(2.7, -11.3, -23.7)
(3.3, -16.8, -25.3)
(1.6, -3.0, -20.5)
(1.6, -5.7, -20.4)
(2.1, -8.5, -22.1)
(2.7, -14.1, -23.7)
(3.3, -19.6, -25.2)
(2.1, -11.3, -22.0)
(2.7, -16.8, -23.6)
(2.7, -19.6, -23.5)
(2.1, -14.0, -22.0)
(1.6, -11.2, -20.3)
(1.6, -8.5, -20.4)
(2.1, -19.5, -21.8)
(2.1, -16.8, -21.9)
(1.5, -19.5, -20.1)
(1.6, -14.0, -20.2)
(1.5, -16.7, -20.2)
(1.0, -19.4, -18.6)
(1.0, -16.7, -18.6)
(0.4, -19.4, -17.0)
(-0.1, -19.4, -15.4)
(0.5, -16.7, -17.0)
(0.5, -11.2, -17.2)
(-0.7, -19.3, -13.9)
(-0.1, -16.6, -15.5)
(0.4, -5.7, -17.3)
(-1.3, -19.3, -12.3)
(-0.7, -11.1, -14.0)
(-0.6, -16.6, -13.9)
(0.3, -0.2, -17.5)
(-1.9, -19.3, -10.7)
(-1.2, -16.6, -12.3)
(-0.8, -5.6, -14.2)
(0.3, 5.3, -17.6)
(-2.5, -19.3, -9.2)
(-2.0, -11.1, -10.9)
(-1.8, -16.5, -10.7)
(-0.9, -0.1, -14.4)
(-1.0, 5.4, -14.6)
(-3.2, -19.3, -7.7)
(-2.4, -16.5, -9.2)
(-2.2, -5.6, -11.2)
(-2.3, -0.1, -11.4)
(-2.4, 5.4, -11.5)
(-4.0, -19.2, -6.3)
(-3.5, -11.0, -8.0)
(-3.2, -16.5, -7.7)
(-3.7, -5.5, -8.2)
(-3.8, 0.0, -8.4)
(-3.9, 5.4, -8.6)
(-5.0, -19.2, -4.9)
(-4.0, -16.5, -6.2)
(-5.2, -11.0, -5.1)
(-5.4, -5.5, -5.3)
(-7.3, -11.0, -2.6)
(-7.5, -5.5, -2.8)
(-5.6, 0.0, -5.6)
(-7.6, 0.0, -2.9)
(-4.9, -16.5, -4.9)
(-6.1, -19.2, -3.6)
(-6.0, -16.5, -3.5)
(-7.3, -19.2, -2.5)
(-7.2, -16.5, -2.4)
(-8.6, -19.2, -1.5)
(-8.5, -16.5, -1.4)
(-10.1, -19.2, -0.8)
(-11.7, -19.2, -0.5)
(-10.1, -16.5, -0.8)
(-11.7, -16.5, -0.4)
(-10.1, -13.7, -0.7)
(-11.7, -13.8, -0.4)
(-10.1, -11.0, -0.6)
(-11.7, -11.0, -0.3)
(-10.1, -8.2, -0.6)
(-11.7, -8.3, -0.4)
(-10.1, -5.5, -0.6)
(-11.7, -5.5, -0.3)
(-10.1, -2.7, -0.6)
(-11.7, -2.8, -0.3)
(-10.1, 0.0, -0.7)
(-11.7, 0.0, -0.3)
(-10.1, 2.8, -0.7)
(-11.7, 2.7, -0.4)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
